id,text,label,severity
4908,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. in lab lol",sadness,green
3402,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai.",anxiety,green
5628,"Lost motivation, nothing seems enjoyable anymore yaar help!! seriously",sadness,red
2593,"Public speaking se bahut darr lagta hai, can't breathe sometimes brb seriously",anxiety,amber
8710,Gusse se sab tod dena chahta hoon kabhi kabhi. 🙃 #lost,anger,green
6912,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta. at hostel",loneliness,green
5466,"Lost motivation, nothing seems enjoyable anymore dimag ka dahi ho gaya",sadness,red
2338,"Constant worrying about future, kya hoga? at office",anxiety,amber
9971,"Today okay, did some chores and relaxed Kuch kuch hota hai… but sadness hi hota hai in lab 😔 fr",neutral,green
8636,"Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. kal lecture skip kiya, guilt tt",burnout,green
275,"College ka workload insane hai, feel overloaded.",stress,green
8751,Gusse se sab tod dena chahta hoon kabhi kabhi. LOL (not funny) in Pune 😤 #struggle,anger,green
7104,"No one to talk to, feel so alone.",loneliness,amber
9725,"Chill day, college gaya and aaya. yeh toh nahi chalta in lab",neutral,green
2287,"Public speaking se bahut darr lagta hai, can't breathe sometimes brb lol",anxiety,green
9841,"Aaj ka din theek tha, normal sa feel kar raha hoon. sakht thak gaya yaar at hostel #struggle",neutral,green
8971,Gusse se sab tod dena chahta hoon kabhi kabhi.,anger,green
6557,"Weekend and nowhere to go, loneliness hits feeling kabhi kabhi low AF",loneliness,green
4897,"Aaj bas rona aa raha hai, kuch accha nahi lag raha.",sadness,red
4830,"Lost motivation, nothing seems enjoyable anymore bahut zyada",sadness,green
2304,"Social situations make me freeze, nervous AF brb",anxiety,green
1394,"Can't focus at all, sab kuch ulti tarah ho raha hai. ugh 😔",stress,green
8682,"Continuous assignments + part-time job, burnout central Kuch kuch hota hai… but sadness hi hota hai",burnout,green
5736,"Friends busy, lagta hai koi samajhta hi nahi. yaar help!! in class",loneliness,green
7659,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha.,burnout,green
6388,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta. in class idk",loneliness,green
9759,"Today okay, did some chores and relaxed lol #lost",neutral,green
1524,"Group project ka kaam sab meray upar, too much stress Kuch kuch hota hai… but sadness hi hota hai at hostel 🤝",stress,green
9408,"Furious hoon yaar, bas chill nahi kar pa raha. lagta hai fail ho jaunga",anger,green
514,"Presentation tomorrow and I haven't prepared, panic mode 😰 fr",stress,green
8044,"Continuous assignments + part-time job, burnout central 😭 fr",burnout,green
3380,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai.",anxiety,red
2754,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. lagta hai fail ho jaunga",anxiety,red
922,"Can't focus at all, sab kuch ulti tarah ho raha hai. #examseason",stress,green
5131,"Feels like crying for no reason, empty inside in class",sadness,green
10091,"Nothing special today, thoda busy tha. in Kolkata",neutral,green
9005,"Anger outbursts are frequent, then guilt follows in class",anger,green
2710,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. sakht thak gaya yaar 😓 fr",anxiety,green
475,"Can't focus at all, sab kuch ulti tarah ho raha hai.",stress,green
4105,Breakup ke baad sab meaningless lag raha hai LOL (not funny) 🙃 fr,sadness,green
1692,"Ghar wale expect kar rahe hain kuch, pressure lagta hai Kuch kuch hota hai… but sadness hi hota hai",stress,amber
8814,Gusse se sab tod dena chahta hoon kabhi kabhi.,anger,green
7932,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. at hostel,burnout,green
9225,"They betrayed me, can't forgive easily #struggle",anger,green
2665,"Social situations make me freeze, nervous AF dimag ka dahi ho gaya",anxiety,amber
8714,Gusse se sab tod dena chahta hoon kabhi kabhi.,anger,green
481,"Ghar wale expect kar rahe hain kuch, pressure lagta hai in Gwalior",stress,green
4795,"Lagta hai sab door ho gaye, bas udasi hi reh gai. kal lecture skip kiya, guilt tt seriously",sadness,amber
2883,"Presentation ke time hands shake karte hai, help rank zero, dignity zero :/",anxiety,green
5560,"Life monotonous and sad, can't smile genuinely at hostel 😓",sadness,green
3188,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai. at office",anxiety,red
4217,"Lagta hai sab door ho gaye, bas udasi hi reh gai.",sadness,green
3762,"Meeting se pehle stomach ghabra jaata hai, anxiety attack at office",anxiety,amber
1531,"Kal ki exam ki tayari nahi hui, tension ho raha hai yaar. 😤",stress,green
5689,Breakup ke baad sab meaningless lag raha hai in lab,sadness,amber
7678,"Thak gaya hoon, motivation zero, subah uthna mushkil. seriously",burnout,green
8483,I used to love coding but now it's just fatigue #lost,burnout,green
2944,"Public speaking se bahut darr lagta hai, can't breathe sometimes lagta hai fail ho jaunga fr",anxiety,amber
4182,"Life monotonous and sad, can't smile genuinely kal lecture skip kiya, guilt tt in class",sadness,red
6965,"Sitting alone on bench, watching others laugh at office",loneliness,green
7757,"I can't keep up with deadlines, energy drained idk",burnout,green
1881,"Midterms -> sleepless nights, headache and stress 👌 at hostel seriously",stress,amber
2115,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai.",anxiety,red
3012,"Raat ko neend nahi aati, kal se darr lag raha hai. idk what to do in Gwalior #struggle",anxiety,green
5272,"Aaj bas rona aa raha hai, kuch accha nahi lag raha.",sadness,amber
715,"Assignment deadline par bahut pressure hai, dimag kharab. idk what to do in class",stress,amber
9250,"Anger outbursts are frequent, then guilt follows #examseason",anger,green
8144,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga.",burnout,green
8402,"I can't keep up with deadlines, energy drained in lab",burnout,green
9546,"They betrayed me, can't forgive easily brb 😤 idk",anger,green
5699,"Dil toot gaya, kuch karne ka mann nahi. 🙃",sadness,amber
7247,"Thak gaya hoon, motivation zero, subah uthna mushkil. sakht thak gaya yaar in class 🤝",burnout,green
7117,"Weekend and nowhere to go, loneliness hits in lab fr",loneliness,amber
1021,"Midterms -> sleepless nights, headache and stress",stress,amber
706,"College ka workload insane hai, feel overloaded. sakht thak gaya yaar",stress,green
10084,"Chill day, college gaya and aaya. 😔",neutral,green
6228,"Friends busy, lagta hai koi samajhta hi nahi. at hostel #examseason",loneliness,green
4382,"Lost motivation, nothing seems enjoyable anymore in Lucknow",sadness,green
4620,"Feels like crying for no reason, empty inside",sadness,amber
909,"Boss ne last minute ka task de diya, time nahi hai. sakht thak gaya yaar lol",stress,green
5863,Family around but still feel lonely inside 😭,loneliness,green
5650,Breakup ke baad sab meaningless lag raha hai yeh toh nahi chalta in lab,sadness,red
7108,"Friends busy, lagta hai koi samajhta hi nahi. yeh toh nahi chalta at hostel",loneliness,green
8644,"I used to love coding but now it's just fatigue rank zero, dignity zero :/ at office",burnout,green
4162,"Life monotonous and sad, can't smile genuinely in Kolkata",sadness,green
595,"Assignment deadline par bahut pressure hai, dimag kharab.",stress,green
4533,"Aaj bas rona aa raha hai, kuch accha nahi lag raha.",sadness,green
441,"Boss ne last minute ka task de diya, time nahi hai. bahut zyada in class",stress,green
7987,I used to love coding but now it's just fatigue 😔 #struggle,burnout,green
4336,"Feels like crying for no reason, empty inside feeling kabhi kabhi low AF #collegeLife",sadness,red
1459,"Group project ka kaam sab meray upar, too much stress yeh toh nahi chalta in class 🙂",stress,green
11,"College ka workload insane hai, feel overloaded. smh in Patna",stress,green
8082,"Thak gaya hoon, motivation zero, subah uthna mushkil. kal lecture skip kiya, guilt tt at hostel 😔",burnout,green
4802,"Life monotonous and sad, can't smile genuinely",sadness,green
4437,"Lagta hai sab door ho gaye, bas udasi hi reh gai. bahut zyada 🤝",sadness,red
6598,"Weekend and nowhere to go, loneliness hits",loneliness,green
94,"Kal ki exam ki tayari nahi hui, tension ho raha hai yaar. at hostel",stress,green
4848,"Life monotonous and sad, can't smile genuinely feeling kabhi kabhi low AF #collegeLife",sadness,amber
5861,"Weekend and nowhere to go, loneliness hits",loneliness,green
4641,"Feels like crying for no reason, empty inside",sadness,green
5757,"No one to talk to, feel so alone. lagta hai fail ho jaunga in class",loneliness,amber
5000,"Dil toot gaya, kuch karne ka mann nahi. feeling kabhi kabhi low AF 🤝",sadness,green
6395,"Sitting alone on bench, watching others laugh",loneliness,green
293,"Assignment deadline par bahut pressure hai, dimag kharab. Kuch kuch hota hai… but sadness hi hota hai #lost",stress,amber
789,"Midterms -> sleepless nights, headache and stress at office",stress,green
6364,"Sitting alone on bench, watching others laugh Kuch kuch hota hai… but sadness hi hota hai",loneliness,amber
9004,"Woh person ne bahut bura kiya, ab control nahi hota. idk what to do 😤",anger,green
5831,"Friends busy, lagta hai koi samajhta hi nahi. life sasta nasha lag raha hai in class lol #collegeLife",loneliness,amber
7448,"Continuous assignments + part-time job, burnout central 👌 #struggle",burnout,green
2725,"Constant worrying about future, kya hoga?",anxiety,amber
9728,"Chill day, college gaya and aaya. idk what to do",neutral,green
5895,"Weekend and nowhere to go, loneliness hits Kuch kuch hota hai… but sadness hi hota hai in lab 🙂 #collegeLife",loneliness,green
6922,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta.",loneliness,green
9978,"Nothing special today, thoda busy tha. 😔",neutral,green
5428,"Lagta hai sab door ho gaye, bas udasi hi reh gai. in lab 😤 idk #lost",sadness,green
2019,"Social situations make me freeze, nervous AF",anxiety,green
7704,"I can't keep up with deadlines, energy drained Kuch kuch hota hai… but sadness hi hota hai",burnout,amber
3035,"Social situations make me freeze, nervous AF feeling kabhi kabhi low AF",anxiety,green
6706,Family around but still feel lonely inside at hostel 🙃,loneliness,green
3384,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi.",anxiety,green
8523,"Continuous assignments + part-time job, burnout central 🙃",burnout,green
6921,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta. bahut zyada fr #struggle",loneliness,amber
5423,"Feels like crying for no reason, empty inside in class",sadness,amber
5158,"Lagta hai sab door ho gaye, bas udasi hi reh gai. 👌 🤯",sadness,green
7082,Family around but still feel lonely inside,loneliness,amber
4276,"Feels like crying for no reason, empty inside in lab",sadness,green
5010,"Life monotonous and sad, can't smile genuinely life sasta nasha lag raha hai 🤯 seriously #struggle",sadness,amber
9020,"Anger outbursts are frequent, then guilt follows ugh 😔 fr",anger,green
3892,"Constant worrying about future, kya hoga? 🙃 fr",anxiety,green
10082,"Today okay, did some chores and relaxed fr",neutral,green
8333,"Continuous assignments + part-time job, burnout central fr",burnout,green
7696,"I can't keep up with deadlines, energy drained I am done with everything, don't want to live.",burnout,red
7852,"I can't keep up with deadlines, energy drained yaar help!! 🙂 lol",burnout,red
9287,"Anger outbursts are frequent, then guilt follows",anger,green
6521,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta.",loneliness,green
838,"Kal ki exam ki tayari nahi hui, tension ho raha hai yaar. #collegeLife",stress,amber
5877,"No one to talk to, feel so alone.",loneliness,green
9965,"Aaj ka din theek tha, normal sa feel kar raha hoon. at office",neutral,green
9241,"Road rage yesterday, felt like shouting at everyone lagta hai fail ho jaunga 😔",anger,amber
6307,"No one to talk to, feel so alone.",loneliness,green
6178,Family around but still feel lonely inside seriously,loneliness,green
6182,Family around but still feel lonely inside in Patna,loneliness,amber
3078,"Constant worrying about future, kya hoga? 😭 at hostel lol",anxiety,red
3937,"Raat ko neend nahi aati, kal se darr lag raha hai.",anxiety,green
2698,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. in lab",anxiety,red
9604,"Road rage yesterday, felt like shouting at everyone",anger,green
9518,"Road rage yesterday, felt like shouting at everyone at hostel",anger,green
4004,"Dil toot gaya, kuch karne ka mann nahi. bahut zyada lol",sadness,red
2803,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi.",anxiety,amber
1598,"Group project ka kaam sab meray upar, too much stress",stress,green
6121,"No one to talk to, feel so alone. 😓",loneliness,green
9607,Gusse se sab tod dena chahta hoon kabhi kabhi.,anger,green
2222,"Social situations make me freeze, nervous AF at hostel 🙂",anxiety,green
2408,"Constant worrying about future, kya hoga? at hostel idk",anxiety,green
6425,Feels like I'm invisible in my own circle 😓,loneliness,green
701,"Assignment deadline par bahut pressure hai, dimag kharab.",stress,amber
3438,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai.",anxiety,amber
4113,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. lagta hai fail ho jaunga in class 😓 seriously",sadness,green
8014,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. yaar help!! 🙂 lol,burnout,red
3133,"Constant worrying about future, kya hoga? idk #lost",anxiety,green
7697,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga.",burnout,amber
6065,"Weekend and nowhere to go, loneliness hits at office seriously",loneliness,green
4343,"Dil toot gaya, kuch karne ka mann nahi. sakht thak gaya yaar",sadness,green
9731,"Average day, nothing major happened life sasta nasha lag raha hai",neutral,green
9211,"Woh person ne bahut bura kiya, ab control nahi hota. in lab idk",anger,green
2120,"Public speaking se bahut darr lagta hai, can't breathe sometimes fr",anxiety,amber
3681,"Meeting se pehle stomach ghabra jaata hai, anxiety attack in lab",anxiety,green
5528,"Dil toot gaya, kuch karne ka mann nahi. yaar help!! 🤝",sadness,green
7541,"I can't keep up with deadlines, energy drained",burnout,green
6624,"No one to talk to, feel so alone. at office 😤",loneliness,green
2250,"Social situations make me freeze, nervous AF rank zero, dignity zero :/ 😔 lol",anxiety,amber
8068,"Continuous assignments + part-time job, burnout central life sasta nasha lag raha hai seriously",burnout,green
7857,"Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. kal lecture skip kiya, guilt tt fr",burnout,green
1902,"Group project ka kaam sab meray upar, too much stress life sasta nasha lag raha hai 🙃 idk",stress,green
3033,"Public speaking se bahut darr lagta hai, can't breathe sometimes 🤯",anxiety,green
3449,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai. 👌 in Gwalior",anxiety,amber
10093,"Chill day, college gaya and aaya. sakht thak gaya yaar",neutral,green
3026,"Public speaking se bahut darr lagta hai, can't breathe sometimes in Hyderabad",anxiety,red
8275,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga. 👌 at hostel",burnout,amber
7206,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga.",burnout,green
2111,"Raat ko neend nahi aati, kal se darr lag raha hai. feeling kabhi kabhi low AF in lab 😭",anxiety,amber
7766,I used to love coding but now it's just fatigue ugh 😔,burnout,green
604,"Boss ne last minute ka task de diya, time nahi hai. yaar help!! in class",stress,green
8016,"Continuous assignments + part-time job, burnout central",burnout,green
6841,"Sitting alone on bench, watching others laugh",loneliness,green
394,"Presentation tomorrow and I haven't prepared, panic mode 😰",stress,green
2031,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. ugh 😔",anxiety,red
1719,"Presentation tomorrow and I haven't prepared, panic mode 😰 #lost",stress,green
8328,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga.",burnout,green
6320,Feels like I'm invisible in my own circle Kuch kuch hota hai… but sadness hi hota hai in class,loneliness,green
96,"Can't focus at all, sab kuch ulti tarah ho raha hai. lol",stress,green
1579,"Presentation tomorrow and I haven't prepared, panic mode 😰 smh at hostel",stress,green
7162,"No one to talk to, feel so alone.",loneliness,green
9177,"Furious hoon yaar, bas chill nahi kar pa raha.",anger,green
6904,Family around but still feel lonely inside at hostel,loneliness,amber
5399,"Aaj bas rona aa raha hai, kuch accha nahi lag raha.",sadness,green
5059,"Dil toot gaya, kuch karne ka mann nahi. smh 🙂",sadness,amber
8697,"Continuous assignments + part-time job, burnout central",burnout,green
7703,"Thak gaya hoon, motivation zero, subah uthna mushkil. LOL (not funny) 🤯",burnout,green
8188,"I can't keep up with deadlines, energy drained feeling kabhi kabhi low AF #collegeLife",burnout,amber
4036,"Feels like crying for no reason, empty inside LOL (not funny) 🙂",sadness,amber
2546,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai. Kuch kuch hota hai… but sadness hi hota hai 😔",anxiety,green
1661,"Ghar wale expect kar rahe hain kuch, pressure lagta hai in class fr",stress,green
7821,I used to love coding but now it's just fatigue 😓,burnout,green
2949,"Raat ko neend nahi aati, kal se darr lag raha hai. in class",anxiety,green
6059,"Friends busy, lagta hai koi samajhta hi nahi.",loneliness,green
5538,"Feels like crying for no reason, empty inside smh in class",sadness,amber
4994,"Life monotonous and sad, can't smile genuinely",sadness,green
4013,"Lost motivation, nothing seems enjoyable anymore in lab 🤝",sadness,green
8385,"I can't keep up with deadlines, energy drained in lab",burnout,amber
2702,"Social situations make me freeze, nervous AF",anxiety,red
7019,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta. at office 🙃",loneliness,green
3854,"Public speaking se bahut darr lagta hai, can't breathe sometimes Kuch kuch hota hai… but sadness hi hota hai at hostel",anxiety,green
6796,"Sitting alone on bench, watching others laugh lol",loneliness,green
3038,"Raat ko neend nahi aati, kal se darr lag raha hai. kal lecture skip kiya, guilt tt",anxiety,green
4953,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. Kuch kuch hota hai… but sadness hi hota hai 😤",sadness,amber
4188,"Lost motivation, nothing seems enjoyable anymore yaar help!!",sadness,green
5677,"Dil toot gaya, kuch karne ka mann nahi. yaar help!! at office",sadness,green
2904,"Public speaking se bahut darr lagta hai, can't breathe sometimes feeling kabhi kabhi low AF fr",anxiety,red
1922,"Presentation tomorrow and I haven't prepared, panic mode 😰 rank zero, dignity zero :/ 😔",stress,green
20,"Midterms -> sleepless nights, headache and stress 😭 at office",stress,green
2958,"Presentation ke time hands shake karte hai, help rank zero, dignity zero :/ at office 🤯",anxiety,green
6954,"Friends busy, lagta hai koi samajhta hi nahi. in class",loneliness,green
5637,"Feels like crying for no reason, empty inside",sadness,green
2908,"Presentation ke time hands shake karte hai, help sakht thak gaya yaar",anxiety,amber
4790,"Life monotonous and sad, can't smile genuinely in Mumbai",sadness,amber
2336,"Social situations make me freeze, nervous AF 🙃",anxiety,green
1262,"Presentation tomorrow and I haven't prepared, panic mode 😰 life sasta nasha lag raha hai",stress,amber
8699,"I can't keep up with deadlines, energy drained bahut zyada 🤯",burnout,green
810,"Assignment deadline par bahut pressure hai, dimag kharab. lagta hai fail ho jaunga 😤",stress,green
6161,Family around but still feel lonely inside lagta hai fail ho jaunga,loneliness,amber
4234,"Lost motivation, nothing seems enjoyable anymore",sadness,red
3132,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. 🤝",anxiety,amber
9284,"Anger outbursts are frequent, then guilt follows 👌 lol",anger,green
6189,"No one to talk to, feel so alone. in class",loneliness,green
3282,"Constant worrying about future, kya hoga? in lab",anxiety,green
8525,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. at office lol,burnout,green
6276,"No one to talk to, feel so alone.",loneliness,green
1143,"Presentation tomorrow and I haven't prepared, panic mode 😰 rank zero, dignity zero :/ in lab",stress,green
3471,"Social situations make me freeze, nervous AF 🤯",anxiety,green
8199,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga. 🤝",burnout,amber
3040,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai.",anxiety,amber
7754,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga. 😓 lol",burnout,green
2234,"Presentation ke time hands shake karte hai, help LOL (not funny) 🤝",anxiety,amber
9827,"Today okay, did some chores and relaxed sakht thak gaya yaar in class 🤝",neutral,green
9445,"Road rage yesterday, felt like shouting at everyone at hostel",anger,green
2349,"Social situations make me freeze, nervous AF",anxiety,red
2933,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. at hostel",anxiety,green
8828,"They betrayed me, can't forgive easily at office",anger,green
8632,"Continuous assignments + part-time job, burnout central dimag ka dahi ho gaya",burnout,green
8102,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. lagta hai fail ho jaunga #struggle,burnout,amber
621,"Midterms -> sleepless nights, headache and stress ugh 😔 #collegeLife",stress,green
2992,"Social situations make me freeze, nervous AF 👌 #struggle",anxiety,amber
5876,Family around but still feel lonely inside ugh 😔 lol,loneliness,amber
3542,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi.",anxiety,green
7585,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha.,burnout,green
3048,"Meeting se pehle stomach ghabra jaata hai, anxiety attack ugh 😔 #examseason",anxiety,green
8604,"Continuous assignments + part-time job, burnout central in Kota lol #collegeLife",burnout,green
1047,"College ka workload insane hai, feel overloaded. ugh 😔 🙂",stress,green
3061,"Public speaking se bahut darr lagta hai, can't breathe sometimes in Delhi 🙂",anxiety,red
8027,"Thak gaya hoon, motivation zero, subah uthna mushkil.",burnout,green
8789,"Furious hoon yaar, bas chill nahi kar pa raha.",anger,green
2651,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. 🙂",anxiety,green
744,"Assignment deadline par bahut pressure hai, dimag kharab. 👌",stress,green
223,"Kal ki exam ki tayari nahi hui, tension ho raha hai yaar. bahut zyada #collegeLife",stress,green
2010,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. idk",anxiety,amber
626,"Ghar wale expect kar rahe hain kuch, pressure lagta hai",stress,amber
2068,"Presentation ke time hands shake karte hai, help seriously",anxiety,green
4373,Breakup ke baad sab meaningless lag raha hai,sadness,amber
5045,"Life monotonous and sad, can't smile genuinely #collegeLife",sadness,green
2233,"Social situations make me freeze, nervous AF 👌 in Gwalior",anxiety,red
5909,"Weekend and nowhere to go, loneliness hits smh at hostel 😓",loneliness,green
10131,"Aaj ka din theek tha, normal sa feel kar raha hoon. 👌 🤯 #struggle",neutral,green
4157,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. life sasta nasha lag raha hai",sadness,amber
1316,"College ka workload insane hai, feel overloaded. LOL (not funny)",stress,amber
5614,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. at office",sadness,red
1742,"Ghar wale expect kar rahe hain kuch, pressure lagta hai",stress,green
2359,"Meeting se pehle stomach ghabra jaata hai, anxiety attack lagta hai fail ho jaunga seriously",anxiety,amber
3922,"Constant worrying about future, kya hoga? at hostel",anxiety,green
354,"Can't focus at all, sab kuch ulti tarah ho raha hai. life sasta nasha lag raha hai",stress,green
5245,Breakup ke baad sab meaningless lag raha hai #examseason,sadness,green
457,"Can't focus at all, sab kuch ulti tarah ho raha hai. idk what to do in Bengaluru 🙂",stress,green
3834,"Meeting se pehle stomach ghabra jaata hai, anxiety attack in Pune #collegeLife",anxiety,amber
3899,"Public speaking se bahut darr lagta hai, can't breathe sometimes smh",anxiety,amber
240,"Boss ne last minute ka task de diya, time nahi hai. at hostel",stress,green
2827,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. bahut zyada at hostel",anxiety,green
8540,"Continuous assignments + part-time job, burnout central dimag ka dahi ho gaya",burnout,green
6005,"Hostel mein sab busy hai, kisi se baat karne ka mann nahi karta. ugh 😔 in lab lol",loneliness,green
9799,"Today okay, did some chores and relaxed in lab",neutral,green
6701,Family around but still feel lonely inside bahut zyada in lab #collegeLife,loneliness,green
2620,"Presentation ke time hands shake karte hai, help seriously",anxiety,amber
5413,"Life monotonous and sad, can't smile genuinely in class 😔",sadness,amber
2458,"Meeting se pehle stomach ghabra jaata hai, anxiety attack lol #collegeLife",anxiety,amber
1624,"Midterms -> sleepless nights, headache and stress seriously",stress,green
1019,"Ghar wale expect kar rahe hain kuch, pressure lagta hai",stress,green
3339,"Meeting se pehle stomach ghabra jaata hai, anxiety attack bahut zyada at office lol",anxiety,red
6445,Family around but still feel lonely inside 😓,loneliness,amber
3398,"Presentation ke time hands shake karte hai, help feeling kabhi kabhi low AF",anxiety,green
9590,"Road rage yesterday, felt like shouting at everyone",anger,green
1104,"College ka workload insane hai, feel overloaded. at office #struggle",stress,green
9931,"Today okay, did some chores and relaxed dimag ka dahi ho gaya in lab lol #lost",neutral,green
7458,"I can't keep up with deadlines, energy drained 🙃",burnout,green
3685,"Social situations make me freeze, nervous AF idk what to do 😭",anxiety,amber
4708,"Dil toot gaya, kuch karne ka mann nahi. #struggle",sadness,amber
4646,"Aaj bas rona aa raha hai, kuch accha nahi lag raha. in Mumbai 😭",sadness,red
3442,"Heart tez dhadak raha hai, sab kuch overthinking lag raha hai. at office #collegeLife",anxiety,green
5262,"Dil toot gaya, kuch karne ka mann nahi. yeh toh nahi chalta",sadness,amber
4514,"Lagta hai sab door ho gaye, bas udasi hi reh gai. Kuch kuch hota hai… but sadness hi hota hai 😭 idk",sadness,green
4254,Breakup ke baad sab meaningless lag raha hai in class,sadness,green
9429,Gusse se sab tod dena chahta hoon kabhi kabhi. lagta hai fail ho jaunga seriously,anger,green
9650,"Anger outbursts are frequent, then guilt follows in class",anger,green
3774,"Meeting se pehle stomach ghabra jaata hai, anxiety attack bahut zyada",anxiety,green
10122,"Aaj ka din theek tha, normal sa feel kar raha hoon. 😓",neutral,green
9537,"They betrayed me, can't forgive easily idk",anger,green
1384,"Boss ne last minute ka task de diya, time nahi hai. feeling kabhi kabhi low AF 😓",stress,green
9612,"Anger outbursts are frequent, then guilt follows ugh 😔 at hostel",anger,green
7956,I used to love coding but now it's just fatigue,burnout,green
218,"Midterms -> sleepless nights, headache and stress Kuch kuch hota hai… but sadness hi hota hai 🙂",stress,green
1609,"Can't focus at all, sab kuch ulti tarah ho raha hai. dimag ka dahi ho gaya at hostel",stress,amber
8230,I used to love coding but now it's just fatigue,burnout,red
8589,"I can't keep up with deadlines, energy drained 🤯",burnout,green
1035,"College ka workload insane hai, feel overloaded. in class",stress,green
7911,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. 😭,burnout,red
8168,I used to love coding but now it's just fatigue idk,burnout,green
9690,"Furious hoon yaar, bas chill nahi kar pa raha. brb 🤯 lol",anger,green
10072,"Aaj ka din theek tha, normal sa feel kar raha hoon. fr",neutral,green
8192,"Continuous assignments + part-time job, burnout central idk",burnout,green
907,"Assignment deadline par bahut pressure hai, dimag kharab. ugh 😔 fr",stress,green
4598,"Feels like crying for no reason, empty inside in Pune lol #struggle",sadness,green
6500,Feels like I'm invisible in my own circle 😭,loneliness,green
5915,Feels like I'm invisible in my own circle yaar help!! at hostel seriously,loneliness,green
8310,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. lol,burnout,green
7557,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga. in class 😔",burnout,green
8056,"Workload bahut zyada, lagta hai kabhi khatam nahi hoga. at hostel",burnout,amber
4776,"Dil toot gaya, kuch karne ka mann nahi. idk",sadness,green
9383,"They betrayed me, can't forgive easily 🤯",anger,green
9598,Gusse se sab tod dena chahta hoon kabhi kabhi. 😔 #struggle,anger,green
9289,Gusse se sab tod dena chahta hoon kabhi kabhi.,anger,amber
6798,Family around but still feel lonely inside,loneliness,amber
2037,"Pal-pal sochta rehta hoon, panic aa jata hai kabhi kabhi. dimag ka dahi ho gaya at hostel 🤝 #struggle",anxiety,amber
3796,"Meeting se pehle stomach ghabra jaata hai, anxiety attack 🤝",anxiety,amber
1600,"Kal ki exam ki tayari nahi hui, tension ho raha hai yaar. brb 😓",stress,green
853,"Midterms -> sleepless nights, headache and stress",stress,green
9252,"Woh person ne bahut bura kiya, ab control nahi hota. #lost",anger,green
7732,I used to love coding but now it's just fatigue LOL (not funny) in lab,burnout,green
8253,Roz wahi padhai aur phir bhi kuch hasil nahi ho raha. idk,burnout,green
8748,"Road rage yesterday, felt like shouting at everyone 😭 😭 idk",anger,green
4138,"Feels like crying for no reason, empty inside life sasta nasha lag raha hai",sadness,green
6914,Feels like I'm invisible in my own circle dimag ka dahi ho gaya fr,loneliness,green
5377,"Lagta hai sab door ho gaye, bas udasi hi reh gai. seriously",sadness,amber
